CASE,SERIAL,REF,QUESTNNR,MODE,STARTED,DE01_01,DE02,DE02_03,DE03,EM01,EM02,EM03,LA01,LA02_01,LA02_02,LA02_03,LA02_04,LA02_05,LA02_06,LA02_07,LA02_08,LA03,LA04,LA05,LA06,LA07_01,LA08_01,LG01,LG02,LG03,LG04,LG11,LG12,LG05,LG06,LG13,LG07,LG14,LG10,LG08_01,LG15_01,LO01,LO02,LO02s,LO03,LO04,LO05,LO09,LO06,LO07,LO07s,LO08,LO08_03,LO10,LO10s,LO11,LO11s,LU01,LU01_01,LU01_02,LU01_03,LU01_04,LU01_05,LU01_06,LU01_07,LU01_08,LU01_09,LU01_10,LU01_11,LU01_12,LU01_15,LU01_13,LU01_14,LU02,LU02_09,LU02_10,LU02_01,LU02_02,LU02_03,LU02_04,LU02_05,LU02_06,LU02_07,LU02_08,LU03,LU03_01,LU03_02,LU03_03,LU03_04,LU03_05,LU03_06,LU03_07,LU03_08,LU03_09,LU03_10,LU03_11,LU03_12,LU03_13,LU03_14,LU03_15,LU03_16,LU03_17,LU03_18,LU03_19,LU03_20,LU04,LU05,PL01,PL02,PL03,RW01,RW02,RW03,RW03_01,RW03_08,RW03_07,RW03_06,RW03_03,RW03_02,RW03_09,RW03_04,RW03_05,RW04,RW04_01,RW04_02,RW04_03,RW04_04,RW04_05,RW04_06,XT01_01,XT01_02,XT01_03,XT01_04,XT01_05,XT01_06,XT01_07,XT01_08,XT01_09,XT01_10,XT01_11,XT01_12,XT01_13,XT01_14,XT01_15,XT02,TIME001,TIME002,TIME003,TIME004,TIME005,TIME006,TIME007,TIME008,TIME009,TIME010,TIME011,TIME012,TIME013,TIME014,TIME015,TIME016,TIME017,TIME018,TIME019,TIME020,TIME_SUM,MAILSENT,LASTDATA,FINISHED,Q_VIEWER,LASTPAGE,MAXPAGE,MISSING,MISSREL,TIME_RSI
1418,NA,NA,main-q,interview,2023-09-11T18:55:08Z,39,Uomo,NA,Dottorato di ricerca,Lavoratrice/Lavoratore,Sanità,NA,Indifferente,3,3,4,4,3,4,3,3,Sì,Sì,NA,NA,NA,NA,Prevalentemente in italiano,Prevalentemente in italiano,No,NA,NA,NA,Prevalentemente in italiano,NA,"Sì, lo capisco bene",NA,"Sì, ma molto poco",Lo parlo raramente,"Inglese, portoghese, francese ",Ma vostre none a non vi fa a polente tutte lis semanis,No,NA,NA,NA,NA,NA,Sì,NA,4066,NA,NA,NA,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Molto spesso,Alcune volte,Poco offensiva,Del tutto,Del tutto,No,No,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,1,4,4,5,1,1,2,1,1,2,4,1,1,"Sì, voglio rispondere all'ulteriore quesito",111,15,NA,NA,NA,7,33,17,25,27,10,47,173,48,64,NA,NA,14,143,272,981,NA,2023-09-11T19:11:54Z,TRUE,FALSE,20,20,0,0,0.67
1420,NA,NA,main-q,interview,2023-09-11T19:19:19Z,33,Donna,NA,Laurea specialistica/magistrale,Lavoratrice/Lavoratore,Istruzione,NA,Indifferente,2,2,5,7,2,7,2,2,Sì,Sì,NA,NA,NA,NA,Prevalentemente in italiano,Prevalentemente in italiano,No,NA,NA,NA,Prevalentemente in italiano,NA,"Sì, lo capisco molto bene",NA,Così così,Lo parlo qualche volta,NA,Ma ósta nóna la va fà la polenta töte le setèmane?,Sì,4152,NA,Per meno di 1 anno,Sì,NA,NA,Sì,NA,NA,NA,NA,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Alcune volte,Alcune volte,Molto offensiva,Del tutto,Del tutto,Sì,No,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,4,2,3,1,4,1,5,1,2,1,4,3,1,1,"Sì, voglio rispondere all'ulteriore quesito",7,4,23,4,NA,NA,NA,5,9,16,4,13,97,42,39,NA,NA,10,34,91,398,NA,2023-09-11T19:25:57Z,TRUE,FALSE,20,20,2,1,1.71
1421,NA,NA,main-q,interview,2023-09-11T20:29:19Z,58,Uomo,NA,Diploma di maturità/certificato professionale,Lavoratrice/Lavoratore,[NA] Not answered,NA,Positiva,7,4,7,4,1,7,4,1,Sì,Sì,NA,NA,NA,NA,Prevalentemente in italiano,Prevalentemente in italiano,No,NA,NA,NA,Né in italiano né in dialetto,NA,Così così,NA,Così così,Lo parlo qualche volta,Bene,Non,Sì,2007,NA,Per meno di 1 anno,Sì,NA,NA,Sì,NA,NA,NA,NA,NA,NA,NA,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Molto spesso,Molto spesso,Neutra,Abbastanza,Abbastanza,Sì,Sì,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,3,3,4,1,3,3,3,3,3,3,3,3,3,3,"Sì, voglio rispondere all'ulteriore quesito",10,9,21,5,NA,NA,NA,7,9,19,11,24,62,20,55,NA,NA,25,23,39,339,NA,2023-09-11T20:34:58Z,TRUE,FALSE,20,20,2,2,1.58
1422,NA,NA,main-q,interview,2023-09-11T20:46:16Z,56,Donna,NA,Diploma di maturità/certificato professionale,Lavoratrice/Lavoratore,"Industrie tessili, abbigliamento, pelli e accessori",NA,Indifferente,4,4,4,5,4,4,4,4,Sì,Sì,NA,NA,NA,NA,Prevalentemente in dialetto,Prevalentemente in italiano,No,NA,NA,NA,Prevalentemente in italiano,NA,"Sì, lo capisco molto bene",NA,"Sì, lo parlo bene",Lo parlo qualche volta,Nessuna,Ma vosa nona a vla fà la pulenta tute le smane,No,NA,NA,NA,NA,NA,Sì,NA,4074,NA,NA,NA,NA,NA,NA,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Alcune volte,50/50,Neutra,Abbastanza,Abbastanza,Sì,No,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,3,4,2,5,1,5,2,2,1,5,5,2,1,"Sì, voglio rispondere all'ulteriore quesito",17,8,NA,NA,NA,8,33,5,90,19,6,29,111,27,51,NA,NA,14,71,134,598,NA,2023-09-11T20:56:39Z,TRUE,FALSE,20,20,0,0,0.97
1425,NA,NA,main-q,interview,2023-09-11T20:51:33Z,33,Donna,NA,Diploma di maturità/certificato professionale,Lavoratrice/Lavoratore,"Industrie alimentari, delle bevande e del tabacco",NA,Indifferente,4,4,6,6,4,6,4,4,Sì,Sì,NA,NA,NA,NA,Prevalentemente in italiano,Prevalentemente in italiano,Sì,Prevalentemente in italiano,Prevalentemente in italiano,Non ho figli maggiorenni,NA,"Sì, lo capisco molto bene","Sì, lo capisco molto bene","Sì, ma molto poco","Sì, ma molto poco",Non lo parlo mai,Inglese Tedesco Spagnolo,-,Sì,2417,NA,Per più di 10 anni,Sì,Sì,NA,No,4348,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Molto spesso,Alcune volte,Abbastanza offensiva,NA,NA,No,No,6,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,5,21,10,3,NA,9,4,30,14,10,33,78,28,55,NA,NA,13,NA,NA,354,NA,2023-09-11T20:57:27Z,FALSE,FALSE,18,18,0,0,1.16
1426,NA,NA,main-q,interview,2023-09-11T21:04:10Z,57,Donna,NA,Diploma di maturità/certificato professionale,Lavoratrice/Lavoratore,"Industrie alimentari, delle bevande e del tabacco",NA,Indifferente,3,4,4,4,3,7,4,5,Sì,Sì,NA,NA,NA,NA,In italiano e in dialetto con la stessa frequenza,Prevalentemente in italiano,No,NA,NA,NA,Prevalentemente in italiano,NA,"Sì, ma molto poco",NA,"No, per niente",NA,"Inglese, francese, tedesco",NA,Sì,2671,NA,Per più di 10 anni,Sì,NA,NA,Sì,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alcune volte,Neutra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,8,28,12,NA,NA,NA,5,10,53,14,60,NA,NA,249,NA,NA,14,NA,NA,477,NA,2023-09-11T21:12:07Z,FALSE,FALSE,18,18,0,0,0.9
1427,NA,NA,main-q,interview,2023-09-11T21:13:20Z,57,Donna,NA,Diploma di maturità/certificato professionale,Lavoratrice/Lavoratore,"Industrie alimentari, delle bevande e del tabacco",NA,Indifferente,4,4,6,4,3,7,4,5,Sì,Sì,NA,NA,NA,NA,In italiano e in dialetto con la stessa frequenza,Prevalentemente in italiano,No,NA,NA,NA,Prevalentemente in italiano,NA,"No, per niente",NA,"No, per niente",NA,"Francese, inglese, tedesco",NA,Sì,2671,NA,Per più di 10 anni,Sì,NA,NA,Sì,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alcune volte,Neutra,Molto,Molto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,2,1,5,1,1,1,1,1,2,4,1,1,"Sì, voglio rispondere all'ulteriore quesito",9,33,17,6,NA,NA,NA,3,5,14,5,30,NA,NA,45,NA,NA,14,68,122,371,NA,2023-09-11T21:19:31Z,TRUE,FALSE,20,20,0,0,1.39
1428,NA,NA,main-q,interview,2023-09-11T21:15:24Z,40,Donna,NA,Laurea specialistica/magistrale,Lavoratrice/Lavoratore,"Attività artistiche, di intrattenimento e divertimento",NA,Indifferente,6,4,5,4,4,5,4,4,Sì,Sì,NA,NA,NA,NA,In italiano e in dialetto con la stessa frequenza,Prevalentemente in italiano,No,NA,NA,NA,Prevalentemente in italiano,NA,"Sì, lo capisco molto bene",NA,Così così,Non lo parlo mai,Inglese Spagnolo ,Vuestra nona no vi fa la polenta dutas la setemanas? ,Sì,4066,NA,Per più di 10 anni,Sì,NA,NA,Sì,NA,NA,NA,NA,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Alcune volte,Alcune volte,Neutra,Del tutto,Del tutto,No,No,5,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,3,5,5,1,1,5,3,3,1,5,5,3,4,"Sì, voglio rispondere all'ulteriore quesito",51,9,64,5,NA,NA,NA,6,34,25,7,41,120,48,138,NA,NA,28,110,113,799,NA,2023-09-11T21:28:43Z,TRUE,FALSE,20,20,0,0,0.79
1429,NA,NA,main-q,interview,2023-09-11T21:26:02Z,NA,NA,NA,NA,Pensionata/Pensionato,Fabbricazione e attività manifatturiere,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prevalentemente in italiano,Prevalentemente in italiano,Sì,Prevalentemente in italiano,Non ho figli minorenni,Prevalentemente in italiano,NA,NA,NA,NA,NA,NA,NA,NA,Sì,822,NA,Per più di 10 anni,No,NA,NA,Sì,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Molto spesso,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,12,36,14,NA,NA,NA,7,59,27,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,251,NA,2023-09-11T21:30:13Z,FALSE,FALSE,11,11,0,0,0.56
1430,NA,NA,main-q,interview,2023-09-11T21:32:06Z,32,Donna,NA,Laurea triennale,Lavoratrice/Lavoratore,Sanità,NA,Indifferente,4,4,5,4,3,4,4,5,Sì,No,NA,NA,"Perché per me è stato bello impararlo in famiglia e attribuirvi il suo calore ... la scuola è scuola e penso che il suo compito sia insegnare un corretto italiano ... obiettivo che non mi sembra che ultimamente, stia venendo raggiunto. ",NA,Prevalentemente in italiano,In italiano e in dialetto con la stessa frequenza,No,NA,NA,NA,Prevalentemente in italiano,NA,"Sì, lo capisco bene",NA,"Sì, lo parlo bene",Lo parlo spesso,"Inglese, spagnolo",Ma la ve nona 'n ve la faj mja la pulenta tode le smane?,Sì,1555,NA,Per più di 10 anni,No,NA,NA,Sì,NA,NA,NA,NA,NA,NA,NA,NA,6,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,7,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,50/50,Spesso,Per nulla offensiva,Molto,Molto,Sì,No,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,5,4,4,1,1,1,5,1,4,1,5,4,4,1,"Sì, voglio rispondere all'ulteriore quesito",6,5,37,3,NA,NA,NA,4,14,19,5,26,160,23,48,NA,112,15,39,120,636,NA,2023-09-11T21:42:42Z,TRUE,FALSE,20,20,0,0,1.4
1431,NA,NA,main-q,interview,2023-09-11T21:34:46Z,63,Uomo,NA,Licenza di scuola media,Pensionata/Pensionato,Fabbricazione e attività manifatturiere,NA,Positiva,4,5,6,6,2,4,4,6,Sì,Indifferente,NA,NA,NA,NA,In italiano e in dialetto con la stessa frequenza,Prevalentemente in italiano,Sì,Prevalentemente in italiano,Non ho figli minorenni,Prevalentemente in italiano,NA,NA,"Sì, lo capisco molto bene",NA,"Sì, lo parlo molto bene",Lo parlo spesso,Francese,Ma vostra nona a v'la nen la polenta tute le smane,Sì,822,NA,Per più di 10 anni,No,NA,NA,Sì,NA,NA,NA,NA,NA,NA,NA,NA,8,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,13,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,Spesso,Molto spesso,Neutra,Abbastanza,Abbastanza,Sì,No,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,4,5,2,5,1,5,4,4,1,5,5,4,1,"Sì, voglio rispondere all'ulteriore quesito",4,5,26,6,NA,NA,NA,5,13,23,16,38,154,41,77,NA,NA,26,83,163,680,NA,2023-09-11T21:46:06Z,TRUE,FALSE,20,20,0,0,1.13
1434,NA,NA,main-q,interview,2023-09-11T21:55:39Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sì,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,2023-09-11T21:56:10Z,FALSE,FALSE,2,2,0,0,0.83
1438,NA,NA,main-q,interview,2023-09-11T23:21:50Z,14,Oppure specifichi,Dinosauro,Licenza di scuola media,Studentessa/Studente,NA,Servizio sociale (L-39),Positiva,6,2,5,3,4,7,5,4,Sì,Sì,NA,NA,NA,NA,Prevalentemente in dialetto,In italiano e in dialetto con la stessa frequenza,No,NA,NA,NA,Prevalentemente in dialetto,NA,"Sì, lo capisco molto bene",NA,"Sì, lo parlo molto bene",Lo parlo sempre,Veneto ,Ma a vostra nonna non v'è fa a polente tutte e settimane,Sì,910,NA,Per più di 10 anni,No,NA,NA,Sì,NA,NA,NA,NA,NA,NA,NA,NA,5,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Alcune volte,Molto spesso,Per nulla offensiva,NA,NA,Sì,No,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,11,36,14,NA,NA,NA,9,24,24,8,26,97,23,53,NA,NA,31,NA,NA,363,NA,2023-09-11T23:27:53Z,FALSE,FALSE,18,18,0,0,1.06
1443,NA,NA,main-q,interview,2023-09-12T05:36:37Z,38,Donna,NA,Laurea specialistica/magistrale,Lavoratrice/Lavoratore,Istruzione,NA,Negativa,4,1,4,1,4,4,3,5,Sì,No,NA,NA,Perché già fanno fatica a imparare l'italiano...,NA,Prevalentemente in dialetto,Prevalentemente in italiano,No,NA,NA,NA,Prevalentemente in italiano,"Sì, lo capisco molto bene","Sì, lo capisco molto bene","No, per niente","No, per niente",NA,Inglese,NA,Sì,3444,NA,Per 5-10 anni,Sì,Sì,NA,No,4142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mai,Poco offensiva,Del tutto,Molto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,5,3,5,1,5,3,1,1,5,5,1,1,"Sì, voglio rispondere all'ulteriore quesito",8,8,37,11,6,NA,11,7,21,50,9,45,NA,NA,134,NA,40,16,85,115,603,NA,2023-09-12T05:46:40Z,TRUE,FALSE,20,20,0,0,0.9
1444,NA,NA,main-q,interview,2023-09-12T06:17:44Z,27,Donna,NA,Laurea specialistica/magistrale,Lavoratrice/Lavoratore,Istruzione,NA,Indifferente,6,5,5,6,4,5,4,4,Sì,Sì,NA,NA,NA,NA,Prevalentemente in italiano,Prevalentemente in italiano,No,NA,NA,NA,Prevalentemente in italiano,NA,Così così,NA,"Sì, ma molto poco",Non lo parlo mai,Inglese,Non la so,Sì,4074,NA,Per più di 10 anni,No,NA,NA,Sì,NA,NA,NA,NA,NA,NA,NA,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Molto spesso,Alcune volte,Abbastanza offensiva,NA,NA,No,No,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,18,3,NA,NA,NA,3,19,17,4,13,61,13,61,NA,NA,11,NA,NA,236,NA,2023-09-12T06:21:40Z,FALSE,FALSE,18,18,0,0,1.79
1445,NA,NA,main-q,interview,2023-09-12T06:18:03Z,20,Uomo,NA,Diploma di maturità/certificato professionale,Lavoratrice/Lavoratore,"Industria del legno, della carta e stampa",NA,Positiva,6,6,6,6,6,6,6,4,Sì,Sì,NA,NA,NA,NA,In italiano e in dialetto con la stessa frequenza,Prevalentemente in italiano,No,NA,NA,NA,In italiano e in dialetto in stessa misura,"Sì, lo capisco bene","Sì, lo capisco bene","Sì, lo parlo bene","Sì, lo parlo bene",Lo parlo spesso,Inglese Francese Spagnolo,Ma vostro ieio fa pas la pulento tute le smane,Sì,3507,NA,Per più di 10 anni,No,Sì,NA,No,2998,NA,NA,NA,NA,NA,NA,NA,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,9,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50/50,50/50,Neutra,NA,NA,No,No,4,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,5,19,6,7,NA,6,5,30,22,8,55,135,34,48,NA,NA,13,NA,NA,422,NA,2023-09-12T06:25:05Z,FALSE,FALSE,18,18,0,0,1.05
1446,NA,NA,main-q,interview,2023-09-12T07:00:46Z,63,Uomo,NA,Licenza di scuola media,Pensionata/Pensionato,"Attività legali, contabilità, consulenza di gestione, studi di architettura e ingegneria, collaudi ed analisi tecniche",NA,Positiva,6,6,6,6,5,6,5,4,Sì,Sì,NA,NA,NA,NA,In italiano e in dialetto con la stessa frequenza,Prevalentemente in italiano,Sì,Prevalentemente in italiano,Prevalentemente in italiano,Prevalentemente in italiano,NA,NA,"Sì, lo capisco molto bene",NA,"Sì, lo parlo bene",Lo parlo qualche volta,NA,Ma vostra no a fa nella polenta tute le smane,Sì,1319,NA,Per più di 10 anni,No,NA,NA,Sì,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Spesso,Spesso,Per nulla offensiva,Molto,Molto,Sì,No,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No, voglio terminare il questionario ora",15,8,52,7,NA,NA,NA,10,161,27,17,23,117,34,124,NA,NA,20,65,NA,680,NA,2023-09-12T07:12:06Z,TRUE,FALSE,19,19,2,1,0.82
